Name of restaurant,City,Country code,Day of week,Start time hour,Start time minute,End time hour,End time minute
1 Abercrombie Lane,Sydney,AU,0,07,30,15,15
1 Abercrombie Lane,Sydney,AU,1,07,30,15,15
1 Abercrombie Lane,Sydney,AU,2,07,30,15,15
1 Abercrombie Lane,Sydney,AU,3,07,30,15,15
1 Abercrombie Lane,Sydney,AU,4,07,30,15,15
#1 Chicken Rice & Seafood,Houston,US,0,10,30,20,20
#1 Chicken Rice & Seafood,Houston,US,1,10,30,20,20
#1 Chicken Rice & Seafood,Houston,US,2,10,30,20,20
#1 Chicken Rice & Seafood,Houston,US,3,10,30,20,20
#1 Chicken Rice & Seafood,Houston,US,4,10,30,20,20
#1 Chicken Rice & Seafood,Houston,US,5,10,30,20,20
#1 Chinese Kitchen,San Jose,US,0,11,00,21,21
#1 Chinese Kitchen,San Jose,US,2,11,00,21,21
#1 Chinese Kitchen,San Jose,US,3,11,00,21,21
#1 Chinese Kitchen,San Jose,US,4,11,00,21,21
#1 Chinese Kitchen,San Jose,US,5,11,00,21,21
#1 Chinese Kitchen,San Jose,US,6,11,00,21,21
10' Custom Pizzeria,Braddon,AU,0,11,30,15,15
10' Custom Pizzeria,Braddon,AU,0,17,30,00,00
10' Custom Pizzeria,Braddon,AU,1,11,30,15,15
10' Custom Pizzeria,Braddon,AU,1,17,30,00,00
10' Custom Pizzeria,Braddon,AU,2,11,30,15,15
10' Custom Pizzeria,Braddon,AU,2,17,30,00,00
10' Custom Pizzeria,Braddon,AU,3,11,30,15,15
10' Custom Pizzeria,Braddon,AU,3,17,30,00,00
10' Custom Pizzeria,Braddon,AU,4,11,30,15,15
10' Custom Pizzeria,Braddon,AU,4,17,30,00,00
10' Custom Pizzeria,Braddon,AU,5,11,30,15,15
10' Custom Pizzeria,Braddon,AU,5,17,30,00,00
10' Custom Pizzeria,Braddon,AU,6,11,30,15,15
10' Custom Pizzeria,Braddon,AU,6,17,30,00,00
10 Greek Street,London,GB,0,12,00,23,23
10 Greek Street,London,GB,1,12,00,23,23
10 Greek Street,London,GB,2,12,00,23,23
10 Greek Street,London,GB,3,12,00,23,23
10 Greek Street,London,GB,4,12,00,23,23
10 Greek Street,London,GB,5,12,00,23,23
10 Greek Street,London,GB,6,17,30,23,23
100% de Agave,Denver,US,0,11,00,22,22
100% de Agave,Denver,US,1,11,00,22,22
100% de Agave,Denver,US,2,11,00,22,22
100% de Agave,Denver,US,3,11,00,22,22
100% de Agave,Denver,US,4,11,00,23,23
100% de Agave,Denver,US,5,11,00,23,23
100% de Agave,Denver,US,6,11,00,22,22
100 Hoxton,London,GB,1,11,00,00,00
100 Hoxton,London,GB,2,11,00,00,00
100 Hoxton,London,GB,3,11,00,00,00
100 Hoxton,London,GB,4,11,00,00,00
100 Hoxton,London,GB,5,11,00,00,00
100 Hoxton,London,GB,6,11,00,00,00
11 Inch Pizza,Melbourne,AU,0,11,00,21,21
11 Inch Pizza,Melbourne,AU,1,11,00,21,21
11 Inch Pizza,Melbourne,AU,2,11,00,21,21
11 Inch Pizza,Melbourne,AU,3,11,00,21,21
11 Inch Pizza,Melbourne,AU,4,11,00,21,21
11 Inch Pizza,Melbourne,AU,5,16,30,21,21
11 Inch Pizza,Melbourne,AU,6,16,30,21,21
111 by Nico,Glasgow,GB,1,12,00,14,14
111 by Nico,Glasgow,GB,1,17,00,22,22
111 by Nico,Glasgow,GB,2,12,00,14,14
111 by Nico,Glasgow,GB,2,17,00,22,22
111 by Nico,Glasgow,GB,3,12,00,14,14
111 by Nico,Glasgow,GB,3,17,00,22,22
111 by Nico,Glasgow,GB,4,12,00,14,14
111 by Nico,Glasgow,GB,4,17,00,22,22
111 by Nico,Glasgow,GB,5,12,00,22,22
111 by Nico,Glasgow,GB,6,12,00,21,21
127 Bar and Bistro,Brisbane,AU,0,06,30,21,21
127 Bar and Bistro,Brisbane,AU,1,06,30,21,21
127 Bar and Bistro,Brisbane,AU,2,06,30,21,21
127 Bar and Bistro,Brisbane,AU,3,06,30,21,21
127 Bar and Bistro,Brisbane,AU,4,06,30,21,21
127 Bar and Bistro,Brisbane,AU,5,07,00,11,11
127 Bar and Bistro,Brisbane,AU,5,15,00,21,21
127 Bar and Bistro,Brisbane,AU,6,07,00,11,11
13 North Grille,Phoenix,US,0,11,00,21,21
13 North Grille,Phoenix,US,1,11,00,21,21
13 North Grille,Phoenix,US,2,11,00,21,21
13 North Grille,Phoenix,US,3,11,00,21,21
13 North Grille,Phoenix,US,4,11,00,22,22
13 North Grille,Phoenix,US,5,08,30,22,22
13 North Grille,Phoenix,US,6,08,30,21,21
13th Note,Glasgow,GB,0,12,00,00,00
13th Note,Glasgow,GB,1,12,00,00,00
13th Note,Glasgow,GB,2,12,00,00,00
13th Note,Glasgow,GB,3,12,00,00,00
13th Note,Glasgow,GB,4,12,00,00,00
13th Note,Glasgow,GB,5,12,00,00,00
13th Note,Glasgow,GB,6,12,00,00,00
1428 HAIGHT Patio Cafe & Crepery,San Francisco,US,0,08,00,22,22
1428 HAIGHT Patio Cafe & Crepery,San Francisco,US,1,08,00,22,22
1428 HAIGHT Patio Cafe & Crepery,San Francisco,US,2,08,00,22,22
1428 HAIGHT Patio Cafe & Crepery,San Francisco,US,3,08,00,22,22
1428 HAIGHT Patio Cafe & Crepery,San Francisco,US,4,08,00,22,22
1428 HAIGHT Patio Cafe & Crepery,San Francisco,US,5,08,00,22,22
1428 HAIGHT Patio Cafe & Crepery,San Francisco,US,6,08,00,22,22
163 Vietnamese Sandwiches & Bubble Tea,Boston,US,0,07,30,19,19
163 Vietnamese Sandwiches & Bubble Tea,Boston,US,1,07,30,19,19
163 Vietnamese Sandwiches & Bubble Tea,Boston,US,2,07,30,19,19
163 Vietnamese Sandwiches & Bubble Tea,Boston,US,3,07,30,19,19
163 Vietnamese Sandwiches & Bubble Tea,Boston,US,4,07,30,19,19
163 Vietnamese Sandwiches & Bubble Tea,Boston,US,5,07,30,19,19
163 Vietnamese Sandwiches & Bubble Tea,Boston,US,6,07,30,19,19
1760,San Francisco,US,0,17,00,22,22
1760,San Francisco,US,1,17,00,22,22
1760,San Francisco,US,2,17,00,22,22
1760,San Francisco,US,3,17,00,22,22
1760,San Francisco,US,4,17,00,23,23
1760,San Francisco,US,5,11,00,14,14
1760,San Francisco,US,5,17,00,23,23
1760,San Francisco,US,6,11,00,14,14
1760,San Francisco,US,6,17,00,22,22
1806,Melbourne,AU,0,17,00,01,01
1806,Melbourne,AU,1,17,00,01,01
1806,Melbourne,AU,2,17,00,01,01
1806,Melbourne,AU,3,17,00,01,01
1806,Melbourne,AU,4,16,00,01,01
1806,Melbourne,AU,5,17,00,03,03
1806,Melbourne,AU,6,18,00,01,01
1907 Restaurant,Perth,AU,1,11,00,15,15
1907 Restaurant,Perth,AU,1,18,00,00,00
1907 Restaurant,Perth,AU,2,11,00,15,15
1907 Restaurant,Perth,AU,2,18,00,00,00
1907 Restaurant,Perth,AU,3,11,00,15,15
1907 Restaurant,Perth,AU,3,18,00,00,00
1907 Restaurant,Perth,AU,4,11,00,15,15
1907 Restaurant,Perth,AU,4,18,00,00,00
1907 Restaurant,Perth,AU,5,11,00,15,15
1907 Restaurant,Perth,AU,5,18,00,00,00
1912 Dining Bar,Sydney,AU,0,16,00,00,00
1912 Dining Bar,Sydney,AU,1,16,00,00,00
1912 Dining Bar,Sydney,AU,2,16,00,00,00
1912 Dining Bar,Sydney,AU,3,16,00,00,00
1912 Dining Bar,Sydney,AU,4,16,00,00,00
1912 Dining Bar,Sydney,AU,5,16,00,00,00
1917 American Bistro,Detroit,US,0,10,00,23,23
1917 American Bistro,Detroit,US,1,10,00,23,23
1917 American Bistro,Detroit,US,2,10,00,23,23
1917 American Bistro,Detroit,US,3,10,00,23,23
1917 American Bistro,Detroit,US,4,10,00,23,23
1917 American Bistro,Detroit,US,5,10,00,23,23
1917 American Bistro,Detroit,US,6,10,00,20,20
2 Amys Neapolitan Pizzeria,Washington,US,0,17,00,22,22
2 Amys Neapolitan Pizzeria,Washington,US,1,11,00,22,22
2 Amys Neapolitan Pizzeria,Washington,US,2,11,00,22,22
2 Amys Neapolitan Pizzeria,Washington,US,3,11,00,22,22
2 Amys Neapolitan Pizzeria,Washington,US,4,11,00,23,23
2 Amys Neapolitan Pizzeria,Washington,US,5,11,00,23,23
2 Amys Neapolitan Pizzeria,Washington,US,6,12,00,22,22
20 Spot,San Francisco,US,0,17,00,01,01
20 Spot,San Francisco,US,1,17,00,01,01
20 Spot,San Francisco,US,2,17,00,01,01
20 Spot,San Francisco,US,3,17,00,01,01
20 Spot,San Francisco,US,4,17,00,01,01
20 Spot,San Francisco,US,5,17,00,01,01
204 North Kitchen & Cocktails,Charlotte,US,0,11,00,00,00
204 North Kitchen & Cocktails,Charlotte,US,1,11,00,00,00
204 North Kitchen & Cocktails,Charlotte,US,2,11,00,02,02
204 North Kitchen & Cocktails,Charlotte,US,3,11,00,02,02
204 North Kitchen & Cocktails,Charlotte,US,4,11,00,02,02
204 North Kitchen & Cocktails,Charlotte,US,5,11,00,02,02
204 North Kitchen & Cocktails,Charlotte,US,6,11,00,00,00
20th Street Café,Denver,US,1,06,30,14,14
20th Street Café,Denver,US,2,06,30,14,14
20th Street Café,Denver,US,3,06,30,14,14
20th Street Café,Denver,US,4,06,30,14,14
20th Street Café,Denver,US,5,07,00,13,13
20th Street Café,Denver,US,6,07,00,13,13
21 Shanghai House,New York,US,0,11,00,21,21
21 Shanghai House,New York,US,1,11,00,21,21
21 Shanghai House,New York,US,2,11,00,21,21
21 Shanghai House,New York,US,3,11,00,21,21
21 Shanghai House,New York,US,4,11,00,22,22
21 Shanghai House,New York,US,5,11,00,22,22
21 Shanghai House,New York,US,6,11,00,21,21
24grille,Detroit,US,0,11,00,00,00
24grille,Detroit,US,1,11,00,00,00
24grille,Detroit,US,2,11,00,00,00
24grille,Detroit,US,3,11,00,00,00
24grille,Detroit,US,4,11,00,02,02
24grille,Detroit,US,5,11,00,02,02
24grille,Detroit,US,6,11,00,22,22
259 Cafe,Perth,AU,0,10,00,15,15
259 Cafe,Perth,AU,2,10,00,15,15
259 Cafe,Perth,AU,3,10,00,15,15
259 Cafe,Perth,AU,4,10,00,15,15
259 Cafe,Perth,AU,5,09,00,15,15
259 Cafe,Perth,AU,6,09,00,15,15
26 grains,London,GB,0,08,00,18,18
26 grains,London,GB,1,08,00,18,18
26 grains,London,GB,2,08,00,18,18
26 grains,London,GB,3,08,00,18,18
26 grains,London,GB,4,08,00,17,17
26 grains,London,GB,5,10,00,16,16
26 grains,London,GB,6,10,00,16,16
2nd City,New York,US,0,11,00,23,23
2nd City,New York,US,1,11,00,23,23
2nd City,New York,US,2,11,00,23,23
2nd City,New York,US,3,11,00,23,23
2nd City,New York,US,4,11,00,23,23
2nd City,New York,US,5,11,00,23,23
2nd City,New York,US,6,11,00,23,23
3 Arts Club Cafe,Chicago,US,0,10,00,20,20
3 Arts Club Cafe,Chicago,US,1,10,00,20,20
3 Arts Club Cafe,Chicago,US,2,10,00,20,20
3 Arts Club Cafe,Chicago,US,3,10,00,20,20
3 Arts Club Cafe,Chicago,US,4,10,00,20,20
3 Arts Club Cafe,Chicago,US,5,10,00,20,20
3 Arts Club Cafe,Chicago,US,6,11,00,18,18
3 Bro's Kabab House,Houston,US,0,11,00,22,22
3 Bro's Kabab House,Houston,US,1,11,00,22,22
3 Bro's Kabab House,Houston,US,2,11,00,22,22
3 Bro's Kabab House,Houston,US,3,11,00,22,22
3 Bro's Kabab House,Houston,US,4,14,00,22,22
3 Bro's Kabab House,Houston,US,5,11,00,22,22
3 Bro's Kabab House,Houston,US,6,11,00,22,22
3 Greeks Grill,Long Island City,US,0,11,00,22,22
3 Greeks Grill,Long Island City,US,1,11,00,22,22
3 Greeks Grill,Long Island City,US,2,11,00,22,22
3 Greeks Grill,Long Island City,US,3,11,00,22,22
3 Greeks Grill,Long Island City,US,4,11,00,22,22
3 Greeks Grill,Long Island City,US,5,11,00,22,22
3 Greeks Grill,Long Island City,US,6,11,00,21,21
3 Wise Monkeys Pub,Sydney,AU,0,10,00,04,04
3 Wise Monkeys Pub,Sydney,AU,1,10,00,04,04
3 Wise Monkeys Pub,Sydney,AU,2,10,00,04,04
3 Wise Monkeys Pub,Sydney,AU,3,10,00,04,04
3 Wise Monkeys Pub,Sydney,AU,4,10,00,05,05
3 Wise Monkeys Pub,Sydney,AU,5,10,00,05,05
3 Wise Monkeys Pub,Sydney,AU,6,10,00,04,04
32 Shea,Phoenix,US,0,06,00,22,22
32 Shea,Phoenix,US,1,06,00,22,22
32 Shea,Phoenix,US,2,06,00,22,22
32 Shea,Phoenix,US,3,06,00,22,22
32 Shea,Phoenix,US,4,06,00,22,22
32 Shea,Phoenix,US,5,07,00,22,22
32 Shea,Phoenix,US,6,07,00,14,14
360 Bar and Restaurant,Sydney,AU,0,12,00,14,14
360 Bar and Restaurant,Sydney,AU,0,16,30,23,23
360 Bar and Restaurant,Sydney,AU,1,12,00,14,14
360 Bar and Restaurant,Sydney,AU,1,16,30,23,23
360 Bar and Restaurant,Sydney,AU,2,12,00,14,14
360 Bar and Restaurant,Sydney,AU,2,16,30,23,23
360 Bar and Restaurant,Sydney,AU,3,12,00,14,14
360 Bar and Restaurant,Sydney,AU,3,16,30,23,23
360 Bar and Restaurant,Sydney,AU,4,12,00,14,14
360 Bar and Restaurant,Sydney,AU,4,16,30,00,00
360 Bar and Restaurant,Sydney,AU,5,16,30,00,00
360 Bar and Restaurant,Sydney,AU,6,16,30,00,00
38 Espresso,Kingston,AU,0,07,00,15,15
38 Espresso,Kingston,AU,1,07,00,15,15
38 Espresso,Kingston,AU,2,07,00,15,15
38 Espresso,Kingston,AU,3,07,00,15,15
38 Espresso,Kingston,AU,4,07,00,15,15
38 Espresso,Kingston,AU,5,07,00,15,15
38 Espresso,Kingston,AU,6,08,00,15,15
+39 Pizzeria,Melbourne,AU,0,12,00,15,15
+39 Pizzeria,Melbourne,AU,0,17,00,21,21
+39 Pizzeria,Melbourne,AU,1,12,00,15,15
+39 Pizzeria,Melbourne,AU,1,17,00,21,21
+39 Pizzeria,Melbourne,AU,2,12,00,15,15
+39 Pizzeria,Melbourne,AU,2,17,00,21,21
+39 Pizzeria,Melbourne,AU,3,12,00,15,15
+39 Pizzeria,Melbourne,AU,3,17,00,21,21
+39 Pizzeria,Melbourne,AU,4,12,00,22,22
+39 Pizzeria,Melbourne,AU,5,12,00,22,22
+39 Pizzeria,Melbourne,AU,6,12,00,21,21
3rd Cousin,San Francisco,US,1,17,30,22,22
3rd Cousin,San Francisco,US,2,17,30,22,22
3rd Cousin,San Francisco,US,3,17,30,22,22
3rd Cousin,San Francisco,US,4,17,30,22,22
3rd Cousin,San Francisco,US,5,17,30,22,22
45 Jermyn St,London,GB,0,07,00,23,23
45 Jermyn St,London,GB,1,07,00,23,23
45 Jermyn St,London,GB,2,07,00,23,23
45 Jermyn St,London,GB,3,07,00,23,23
45 Jermyn St,London,GB,4,07,00,23,23
45 Jermyn St,London,GB,5,08,00,23,23
45 Jermyn St,London,GB,6,08,00,18,18
4Fourteen,Surry Hills,AU,1,12,00,15,15
4Fourteen,Surry Hills,AU,1,18,00,00,00
4Fourteen,Surry Hills,AU,2,12,00,15,15
4Fourteen,Surry Hills,AU,2,18,00,00,00
4Fourteen,Surry Hills,AU,3,12,00,15,15
4Fourteen,Surry Hills,AU,3,18,00,00,00
4Fourteen,Surry Hills,AU,4,12,00,15,15
4Fourteen,Surry Hills,AU,4,18,00,00,00
4Fourteen,Surry Hills,AU,5,12,00,15,15
4Fourteen,Surry Hills,AU,5,18,00,00,00
4Fourteen,Surry Hills,AU,6,12,00,18,18
5 & Dime Bagels,Melbourne,AU,0,07,00,14,14
5 & Dime Bagels,Melbourne,AU,1,07,00,14,14
5 & Dime Bagels,Melbourne,AU,2,07,00,14,14
5 & Dime Bagels,Melbourne,AU,3,07,00,14,14
5 & Dime Bagels,Melbourne,AU,4,07,00,14,14
5 Boroughs,Brisbane,AU,0,11,00,21,21
5 Boroughs,Brisbane,AU,1,11,00,21,21
5 Boroughs,Brisbane,AU,2,11,00,21,21
5 Boroughs,Brisbane,AU,3,11,00,21,21
5 Boroughs,Brisbane,AU,4,11,00,22,22
5 Boroughs,Brisbane,AU,5,11,00,22,22
5 Boroughs,Brisbane,AU,6,11,00,21,21
5 Rabanitos Restaurante and Taqueria,Chicago,US,1,11,00,21,21
5 Rabanitos Restaurante and Taqueria,Chicago,US,2,11,00,21,21
5 Rabanitos Restaurante and Taqueria,Chicago,US,3,11,00,21,21
5 Rabanitos Restaurante and Taqueria,Chicago,US,4,11,00,22,22
5 Rabanitos Restaurante and Taqueria,Chicago,US,5,09,00,22,22
5 Rabanitos Restaurante and Taqueria,Chicago,US,6,09,00,21,21
5 Spices House,Boston,US,0,11,00,23,23
5 Spices House,Boston,US,1,11,00,23,23
5 Spices House,Boston,US,2,11,00,23,23
5 Spices House,Boston,US,3,11,00,23,23
5 Spices House,Boston,US,4,11,00,00,00
5 Spices House,Boston,US,5,11,00,00,00
5 Spices House,Boston,US,6,11,00,00,00
5 Spot,Seattle,US,0,08,00,23,23
5 Spot,Seattle,US,1,08,00,23,23
5 Spot,Seattle,US,2,08,00,23,23
5 Spot,Seattle,US,3,08,00,23,23
5 Spot,Seattle,US,4,08,00,23,23
5 Spot,Seattle,US,5,08,00,15,15
5 Spot,Seattle,US,5,17,00,00,00
5 Spot,Seattle,US,6,08,00,15,15
5 Spot,Seattle,US,6,17,00,00,00
500 Degrees New York Style Pizzeria,Charlotte,US,0,11,00,21,21
500 Degrees New York Style Pizzeria,Charlotte,US,1,11,00,21,21
500 Degrees New York Style Pizzeria,Charlotte,US,2,11,00,21,21
500 Degrees New York Style Pizzeria,Charlotte,US,3,11,00,21,21
500 Degrees New York Style Pizzeria,Charlotte,US,4,11,00,23,23
500 Degrees New York Style Pizzeria,Charlotte,US,5,11,00,22,22
50's Diner Omelet House,Las Vegas,US,0,07,00,21,21
50's Diner Omelet House,Las Vegas,US,1,07,00,21,21
50's Diner Omelet House,Las Vegas,US,2,07,00,21,21
50's Diner Omelet House,Las Vegas,US,3,07,00,21,21
50's Diner Omelet House,Las Vegas,US,4,07,00,21,21
50's Diner Omelet House,Las Vegas,US,5,07,00,21,21
50's Diner Omelet House,Las Vegas,US,6,07,00,15,15
5280 Burger Bar,Denver,US,0,11,00,22,22
5280 Burger Bar,Denver,US,1,11,00,22,22
5280 Burger Bar,Denver,US,2,11,00,22,22
5280 Burger Bar,Denver,US,3,11,00,22,22
5280 Burger Bar,Denver,US,4,11,00,23,23
5280 Burger Bar,Denver,US,5,11,00,23,23
5280 Burger Bar,Denver,US,6,11,00,22,22
5280 Sliders,Denver,US,0,15,00,22,22
5280 Sliders,Denver,US,1,15,00,22,22
5280 Sliders,Denver,US,2,15,00,22,22
5280 Sliders,Denver,US,3,15,00,22,22
5280 Sliders,Denver,US,4,15,00,00,00
5280 Sliders,Denver,US,5,14,00,00,00
5280 Sliders,Denver,US,6,14,00,22,22
580 Bench,Melbourne,AU,0,07,00,16,16
580 Bench,Melbourne,AU,1,07,00,16,16
580 Bench,Melbourne,AU,2,07,00,16,16
580 Bench,Melbourne,AU,3,07,00,16,16
580 Bench,Melbourne,AU,4,07,00,16,16
5Church,Charlotte,US,0,11,00,22,22
5Church,Charlotte,US,1,11,00,22,22
5Church,Charlotte,US,2,11,00,22,22
5Church,Charlotte,US,3,11,00,23,23
5Church,Charlotte,US,4,11,00,02,02
5Church,Charlotte,US,5,11,00,02,02
5Church,Charlotte,US,6,10,00,22,22
62 Rokujuni,Sydney,AU,0,11,00,15,15
62 Rokujuni,Sydney,AU,0,18,00,21,21
62 Rokujuni,Sydney,AU,1,11,00,15,15
62 Rokujuni,Sydney,AU,1,18,00,21,21
62 Rokujuni,Sydney,AU,2,11,00,15,15
62 Rokujuni,Sydney,AU,2,18,00,21,21
62 Rokujuni,Sydney,AU,3,11,00,15,15
62 Rokujuni,Sydney,AU,3,18,00,21,21
62 Rokujuni,Sydney,AU,4,11,00,15,15
62 Rokujuni,Sydney,AU,4,18,00,21,21
678 Korean Bbq,Sydney,AU,0,11,00,00,00
678 Korean Bbq,Sydney,AU,1,11,00,00,00
678 Korean Bbq,Sydney,AU,2,11,00,00,00
678 Korean Bbq,Sydney,AU,3,11,00,00,00
678 Korean Bbq,Sydney,AU,4,11,00,00,00
678 Korean Bbq,Sydney,AU,5,11,00,00,00
678 Korean Bbq,Sydney,AU,6,11,00,00,00
6th Avenue Eats,Seattle,US,0,11,00,14,14
6th Avenue Eats,Seattle,US,1,11,00,14,14
6th Avenue Eats,Seattle,US,2,11,00,14,14
6th Avenue Eats,Seattle,US,3,11,00,14,14
6th Avenue Eats,Seattle,US,4,11,00,14,14
7 Leguas Mexican Grille,Denver,US,0,10,00,22,22
7 Leguas Mexican Grille,Denver,US,1,10,00,22,22
7 Leguas Mexican Grille,Denver,US,2,10,00,22,22
7 Leguas Mexican Grille,Denver,US,3,10,00,22,22
7 Leguas Mexican Grille,Denver,US,4,10,00,00,00
7 Leguas Mexican Grille,Denver,US,5,10,00,00,00
7 Leguas Mexican Grille,Denver,US,6,09,00,22,22
7 Leguas Mexican Grille,Denver,US,0,10,00,22,22
7 Leguas Mexican Grille,Denver,US,1,10,00,22,22
7 Leguas Mexican Grille,Denver,US,2,10,00,22,22
7 Leguas Mexican Grille,Denver,US,3,10,00,22,22
7 Leguas Mexican Grille,Denver,US,4,10,00,02,02
7 Leguas Mexican Grille,Denver,US,5,09,00,02,02
7 Leguas Mexican Grille,Denver,US,6,09,00,22,22
75 on Liberty Wharf,Boston,US,0,11,30,00,00
75 on Liberty Wharf,Boston,US,1,11,30,00,00
75 on Liberty Wharf,Boston,US,2,11,30,00,00
75 on Liberty Wharf,Boston,US,3,11,30,00,00
75 on Liberty Wharf,Boston,US,4,11,30,02,02
75 on Liberty Wharf,Boston,US,5,10,30,02,02
75 on Liberty Wharf,Boston,US,6,10,00,00,00
7th & Bake Patisserie Cafe,Canberra,AU,0,06,30,16,16
7th & Bake Patisserie Cafe,Canberra,AU,1,06,30,16,16
7th & Bake Patisserie Cafe,Canberra,AU,2,06,30,16,16
7th & Bake Patisserie Cafe,Canberra,AU,3,06,30,16,16
7th & Bake Patisserie Cafe,Canberra,AU,4,06,30,16,16
7th & Bake Patisserie Cafe,Canberra,AU,5,07,30,17,17
7th & Bake Patisserie Cafe,Canberra,AU,6,07,30,17,17
7th District,Charlotte,US,0,16,00,23,23
7th District,Charlotte,US,1,16,00,23,23
7th District,Charlotte,US,2,16,00,23,23
7th District,Charlotte,US,3,16,00,23,23
7th District,Charlotte,US,4,16,00,02,02
7th District,Charlotte,US,5,14,00,02,02
7th District,Charlotte,US,6,11,00,16,16
8 Hoxton Square,London,GB,0,12,00,23,23
8 Hoxton Square,London,GB,1,12,00,23,23
8 Hoxton Square,London,GB,2,12,00,23,23
8 Hoxton Square,London,GB,3,12,00,23,23
8 Hoxton Square,London,GB,4,12,00,23,23
8 Hoxton Square,London,GB,5,10,00,23,23
8 Hoxton Square,London,GB,6,10,00,17,17
800 Degrees,Las Vegas,US,0,11,00,02,02
800 Degrees,Las Vegas,US,1,11,00,02,02
800 Degrees,Las Vegas,US,2,11,00,02,02
800 Degrees,Las Vegas,US,3,11,00,02,02
800 Degrees,Las Vegas,US,4,11,00,02,02
800 Degrees,Las Vegas,US,5,11,00,02,02
800 Degrees,Las Vegas,US,6,11,00,02,02
888 Chinese Restaurant,Houston,US,0,10,00,23,23
888 Chinese Restaurant,Houston,US,1,10,00,23,23
888 Chinese Restaurant,Houston,US,2,10,00,23,23
888 Chinese Restaurant,Houston,US,3,10,00,23,23
888 Chinese Restaurant,Houston,US,4,10,00,23,23
888 Chinese Restaurant,Houston,US,5,11,00,00,00
888 Chinese Restaurant,Houston,US,6,11,00,00,00
8Bit,Melbourne,AU,0,11,00,23,23
8Bit,Melbourne,AU,1,11,00,23,23
8Bit,Melbourne,AU,2,11,00,23,23
8Bit,Melbourne,AU,3,11,00,23,23
8Bit,Melbourne,AU,4,11,00,23,23
8Bit,Melbourne,AU,5,11,00,23,23
8Bit,Melbourne,AU,6,11,00,23,23
8Elements Perfect Indian Cuisine,San Jose,US,0,11,30,22,22
8Elements Perfect Indian Cuisine,San Jose,US,1,11,30,22,22
8Elements Perfect Indian Cuisine,San Jose,US,2,11,30,22,22
8Elements Perfect Indian Cuisine,San Jose,US,3,11,30,22,22
8Elements Perfect Indian Cuisine,San Jose,US,4,11,30,22,22
8Elements Perfect Indian Cuisine,San Jose,US,5,11,30,22,22
8Elements Perfect Indian Cuisine,San Jose,US,6,11,30,22,22
8oz Burger & Co,Seattle,US,0,11,30,23,23
8oz Burger & Co,Seattle,US,1,11,30,23,23
8oz Burger & Co,Seattle,US,2,11,30,23,23
8oz Burger & Co,Seattle,US,3,11,30,23,23
8oz Burger & Co,Seattle,US,4,11,30,00,00
8oz Burger & Co,Seattle,US,5,11,30,00,00
8oz Burger & Co,Seattle,US,6,11,30,22,22
90 Miles Cuban Café,Chicago,US,0,08,00,21,21
90 Miles Cuban Café,Chicago,US,1,08,00,21,21
90 Miles Cuban Café,Chicago,US,2,08,00,21,21
90 Miles Cuban Café,Chicago,US,3,08,00,21,21
90 Miles Cuban Café,Chicago,US,4,08,00,21,21
90 Miles Cuban Café,Chicago,US,5,08,00,21,21
90 Miles Cuban Café,Chicago,US,6,08,00,21,21
90 Miles Cuban Café,Chicago,US,0,10,00,22,22
90 Miles Cuban Café,Chicago,US,1,10,00,22,22
90 Miles Cuban Café,Chicago,US,2,10,00,22,22
90 Miles Cuban Café,Chicago,US,3,10,00,22,22
90 Miles Cuban Café,Chicago,US,4,10,00,23,23
90 Miles Cuban Café,Chicago,US,5,10,00,23,23
90 Miles Cuban Café,Chicago,US,6,10,00,22,22
90 Secondi,Melbourne,AU,0,07,30,17,17
90 Secondi,Melbourne,AU,1,07,30,17,17
90 Secondi,Melbourne,AU,2,07,30,17,17
90 Secondi,Melbourne,AU,3,07,30,00,00
90 Secondi,Melbourne,AU,4,07,30,00,00
90 Secondi,Melbourne,AU,5,18,00,00,00
A 2nd Cup,Houston,US,0,07,00,22,22
A 2nd Cup,Houston,US,1,07,00,22,22
A 2nd Cup,Houston,US,2,07,00,22,22
A 2nd Cup,Houston,US,3,07,00,22,22
A 2nd Cup,Houston,US,4,07,00,22,22
A 2nd Cup,Houston,US,5,07,00,22,22
A 2nd Cup,Houston,US,6,07,00,17,17
A Baked Joint,Washington,US,0,07,00,20,20
A Baked Joint,Washington,US,1,07,00,21,21
A Baked Joint,Washington,US,2,07,00,20,20
A Baked Joint,Washington,US,3,07,00,20,20
A Baked Joint,Washington,US,4,07,00,21,21
A Baked Joint,Washington,US,5,08,00,20,20
A Baked Joint,Washington,US,6,08,00,20,20
A Bite of Wyoming,San Jose,US,0,05,30,14,14
A Bite of Wyoming,San Jose,US,1,05,30,14,14
A Bite of Wyoming,San Jose,US,2,05,30,14,14
A Bite of Wyoming,San Jose,US,3,05,30,14,14
A Bite of Wyoming,San Jose,US,4,05,30,14,14
A Bite of Wyoming,San Jose,US,5,06,00,14,14
A Bite of Wyoming,San Jose,US,6,07,00,14,14
A Fish Called Inglewood,Inglewood,AU,1,17,00,00,00
A Fish Called Inglewood,Inglewood,AU,2,17,00,00,00
A Fish Called Inglewood,Inglewood,AU,3,17,00,00,00
A Fish Called Inglewood,Inglewood,AU,4,17,00,00,00
A Fish Called Inglewood,Inglewood,AU,5,17,00,00,00
A Fish Called Inglewood,Inglewood,AU,6,17,00,00,00
A Slice of New York,San Jose,US,1,11,00,00,00
A Slice of New York,San Jose,US,2,11,00,00,00
